source,target,x1,x2,y1,y2,dist
12079,5793,-88.96471,-88.9638892,42.343523,42.3437054,70.60628595
3550,1316,-88.9871326,-88.9871603,42.3468173,42.3468925,8.659438445
5121,17048,-88.9912543,-88.9940019,42.3447789,42.3437617,289.1166604
10991,10800,-89.0370345,-89.0343082,42.2873622,42.2874136,224.9293109
17955,17732,-89.0277996,-89.0278,42.325518,42.3257409,24.75966716
12504,11555,-89.0585018,-89.0580217,42.3240322,42.3240411,39.58655737
18338,4862,-89.0134353,-89.0136992,42.3333943,42.3357695,270.1105189
16345,18996,-89.021225,-89.0207202,42.3493395,42.3505702,144.4804956
9842,10578,-88.9712194,-88.966459,42.2403652,42.2393014,410.5438259
9638,16890,-88.9884843,-88.988484,42.2385725,42.2377935,86.52969604
13991,15225,-88.9719816,-88.9719857,42.2448492,42.2450061,17.43142945
6788,10819,-88.9746738,-88.9748094,42.242089,42.2419166,22.18051096
5961,6391,-88.9691739,-88.968551,42.2296229,42.2290778,79.43765296
5670,1671,-89.0229223,-89.0226614,42.2441426,42.2439352,31.53409679
6294,19293,-89.0237457,-89.0242151,42.2436919,42.2409088,338.8443109
1113,12916,-88.9555787,-88.9566425,42.2495724,42.2496034,87.85889046
17745,11075,-88.9738692,-88.9736403,42.2439745,42.243977,18.89396555
16761,4879,-89.0340466,-89.0334479,42.3326755,42.3326759,49.3435701
5596,12573,-89.0243025,-89.0243127,42.3370065,42.3374643,50.85929624
938,7545,-89.1432906,-89.1446668,42.244615,42.2446152,113.5814976
6945,17493,-89.0797731,-89.0805064,42.2958851,42.2958716,60.49079584
8349,4095,-89.0133615,-89.0118581,42.3527203,42.3510213,225.7449202
7962,15265,-88.9471767,-88.9476858,42.319454,42.3197403,55.17112629
3960,1006,-88.9720347,-88.9720377,42.3279614,42.3288917,103.3377082
14327,17954,-89.0762512,-89.0763315,42.1603092,42.1597154,66.29016964
18594,10332,-88.9763883,-88.9766291,42.2498328,42.249828,19.87938744
970,9351,-88.9781143,-88.9778027,42.2476209,42.2476518,26.02340579
12830,5996,-89.0209253,-89.0209134,42.3445664,42.3435962,107.7742474
1383,19492,-89.0241766,-89.0240976,42.1947462,42.1848626,1097.892351
5876,15604,-89.0541655,-89.0542058,42.3409502,42.341771,91.23485793
16895,14060,-89.0316117,-89.0305007,42.3367794,42.3368238,91.69295026
19561,8888,-89.0120862,-89.0130867,42.2945857,42.2951674,104.7983234
11647,11161,-89.0931476,-89.0930588,42.2253906,42.2242014,134.4026679
9952,13295,-89.0564232,-89.0566401,42.3268084,42.3261264,77.83731291
16782,10101,-89.0351658,-89.0351603,42.3495094,42.3492177,43.39655606
13659,818,-89.0990621,-89.1034193,42.219543,42.2195438,359.7596243
10634,7789,-88.9633487,-88.9556945,42.2505359,42.2470104,764.9848455
7789,15255,-88.9556945,-88.9447932,42.2470104,42.2470864,900.1965616
2474,12462,-89.1359831,-89.1358829,42.3244599,42.3254169,129.5572397
9566,15179,-88.9799242,-88.9798953,42.2418816,42.2414084,52.61619487
2305,7789,-88.9620284,-88.9556945,42.244388,42.2470104,677.6708455
7781,9704,-89.0665416,-89.0665888,42.174307,42.174808,55.78589509
19702,11495,-89.0552685,-89.0548495,42.3161131,42.3161216,34.55502578
10809,16205,-88.9689453,-88.9662727,42.2455859,42.245632,220.6328512
4112,14215,-89.0571589,-89.0572051,42.3265474,42.3264097,15.76257622
12125,14285,-89.0317565,-89.0306664,42.3399192,42.3399361,89.85295832
3856,2312,-88.979029,-88.974629,42.19175,42.192534,378.9482061
8234,3410,-89.0320332,-89.0321319,42.2261374,42.2254652,75.10971397
12018,16110,-88.9620994,-88.9636154,42.24589,42.2432024,323.6928888
5303,17028,-89.0550697,-89.0554093,42.3335958,42.3326077,113.2703705
16110,18984,-88.9636154,-88.9657851,42.2432024,42.2396485,433.763733
986,14294,-89.0236206,-89.0206436,42.3401123,42.3401851,245.4620494
12891,10446,-89.0235848,-89.0227868,42.3344678,42.3339173,89.80345335
3206,18250,-89.0311099,-89.030917,42.3401967,42.3401988,15.89821474
17153,17676,-89.0376472,-89.0376622,42.3398275,42.3409643,126.2816778
5628,16468,-88.9838002,-88.9837227,42.3360935,42.3367183,71.72883897
18947,17822,-88.9744191,-88.9702456,42.294809,42.2948804,344.2682094
4027,18783,-89.0355369,-89.0354005,42.2822034,42.28366,162.9965687
6343,5134,-89.040305,-89.0402648,42.285319,42.2856155,33.1013527
9169,10305,-89.057894,-89.0579419,42.172694,42.1748982,244.867159
6347,1688,-89.1241091,-89.12449,42.325172,42.3249945,37.13338725
11460,16228,-89.0461774,-89.0462222,42.3316053,42.3324776,96.96517956
2143,13785,-89.0548021,-89.0547985,42.3039197,42.3037364,20.36297863
17021,1314,-89.0577562,-89.0576017,42.3028614,42.3028625,12.74015157
14462,7697,-89.0575181,-89.0574377,42.3055437,42.305546,6.634161212
5738,544,-89.0548344,-89.0525374,42.3055701,42.3056034,189.4310716
8624,9834,-89.0177662,-89.0177755,42.2966407,42.2967423,11.31165963
14345,3226,-89.028925,-89.027751,42.2447029,42.2447015,96.8933759
3056,8055,-89.0282212,-89.0282002,42.2476417,42.2467979,93.74371144
53,19605,-89.0129591,-89.0115558,42.3005047,42.2998293,138.7761539
1467,18709,-89.1425715,-89.1425914,42.2881251,42.2900779,216.9210859
11415,904,-89.1119346,-89.1119365,42.2567252,42.2558829,93.56135227
5910,1510,-89.111606,-89.1117002,42.2656664,42.2651108,62.20263661
11274,12381,-89.0973432,-89.0980758,42.2816729,42.2815354,62.41167099
1115,13833,-89.076591,-89.0772251,42.3157324,42.3162042,77.39019047
8243,6720,-89.0289451,-89.0289419,42.2396594,42.2414117,194.6422859
6720,17177,-89.0289419,-89.0289371,42.2414117,42.2423128,100.0931539
19656,14342,-89.1006169,-89.1006277,42.3005563,42.3011085,61.34435945
14617,6647,-89.0576099,-89.0576159,42.2516189,42.251232,42.97899552
6647,6200,-89.0576159,-89.0576233,42.251232,42.2507593,52.51019729
6200,8122,-89.0576233,-89.0576091,42.2507593,42.2503545,44.97970336
13464,2322,-89.054106,-89.0540569,42.3220021,42.3220026,4.047780255
6482,7666,-88.9911629,-88.9935401,42.3302073,42.3322561,324.1735416
16391,18984,-88.965859,-88.9657851,42.2393492,42.2396485,520.8118396
6673,2260,-89.0398371,-89.0404352,42.1911771,42.1914462,57.74296128
3579,2693,-89.0460006,-89.0460336,42.3204447,42.3221421,188.5660106
17517,10850,-89.0154966,-89.0150554,42.2564347,42.2563635,37.25577414
5607,17325,-89.0045703,-89.0045722,42.2646891,42.2645664,13.63022422
19790,13926,-89.0226485,-89.0232476,42.1008939,42.1534728,5840.467528
7721,14070,-89.0552907,-89.0541513,42.3250457,42.325067,93.9479976
7015,18045,-89.058011,-89.0578122,42.324986,42.3249898,16.39209381
6941,2471,-88.977576,-88.9769773,42.3305527,42.3314012,106.3870009
16281,17683,-89.0459633,-89.0456238,42.3179553,42.3179605,27.99333317
10476,5746,-88.9655373,-88.9661187,42.2391706,42.2388277,517.2861488
16110,6623,-88.9636154,-88.9701712,42.2432024,42.2402545,697.8393719
7700,9508,-88.9923411,-88.9921636,42.1916085,42.1901534,162.2917931
214,1565,-88.9679819,-88.9596678,42.2367092,42.2389407,766.0442764
11342,19283,-88.9822615,-88.9824219,42.3522622,42.3522593,13.21964184
13200,6972,-89.05801,-89.0580115,42.3140549,42.3140989,4.889057196
522,12460,-89.05056,-89.0510031,42.3246299,42.3246261,36.52643128
10448,4886,-89.0080283,-89.0081244,42.2114824,42.2104258,117.632339
9864,6347,-89.1241172,-89.1241091,42.3255726,42.325172,44.50349858
9418,18736,-89.0289733,-89.0288179,42.3473134,42.3473156,12.8070908
18156,7577,-89.0461358,-89.0413432,42.3297753,42.3296607,401.0655997
1696,1888,-89.0111606,-89.0113008,42.2726612,42.2743357,186.6554688
7898,2420,-89.0149802,-89.0150794,42.3494363,42.3486723,85.25788505
15952,15467,-89.005151,-89.0047731,42.3382655,42.3384999,40.59323189
253,4762,-89.0686943,-89.0634023,42.3419653,42.3421754,440.6606804
14371,9545,-89.1238071,-89.1146124,42.2229826,42.2193345,880.7978072
9859,1049,-89.1483869,-89.1505004,42.257574,42.259972,319.3785555
6394,15093,-89.0577605,-89.0577634,42.3172806,42.3177669,54.01846704
6634,3265,-89.0327092,-89.032795,42.3399044,42.3415317,180.8985593
15184,9859,-89.1481186,-89.1483869,42.257177,42.257574,49.34347468
10609,15184,-89.1431785,-89.1481186,42.2488047,42.257177,1015.428598
9474,14323,-89.0548513,-89.0548483,42.3169514,42.3174856,59.33915603
6869,19527,-89.0658938,-89.0603395,42.3113029,42.311378,458.0039702
19527,17613,-89.0603395,-89.0579798,42.311378,42.3114262,194.6205199
14431,11785,-89.0195648,-89.0177426,42.2693215,42.2691801,154.305534
2148,9871,-89.0131985,-89.0132726,42.2612211,42.2621956,108.62876
12987,18325,-89.1407349,-89.141079,42.3252568,42.3255218,40.87734624
7505,11651,-88.9507094,-88.9554097,42.2610011,42.2609364,387.8948088
11020,12199,-89.1483547,-89.1430688,42.2571293,42.2481521,1088.463985
10065,4195,-88.9654892,-88.9652855,42.2396185,42.2399408,39.55191024
5831,5863,-88.9812581,-88.9810187,42.2473252,42.2473314,19.76947971
2305,5444,-88.9620284,-88.9610169,42.244388,42.2474391,355.3573382
6637,11760,-89.0240504,-89.0239058,42.1816033,42.170633,1218.603339
2690,16037,-89.0237611,-89.0237213,42.1620635,42.1534937,951.9077727
6664,17424,-89.0333803,-89.0342526,42.3259853,42.3259764,71.90748646
2797,12819,-88.9810533,-88.9810371,42.2487665,42.2491917,47.24933524
19067,13756,-88.9701255,-88.9701417,42.2512313,42.2503566,97.38734652
19492,6637,-89.0240976,-89.0240504,42.1848626,42.1816033,362.0537525
11848,10936,-88.9557655,-88.9561228,42.2389073,42.2363788,283.1792446
18461,3801,-89.0004365,-88.9996509,42.3157249,42.3156564,65.21029802
8686,5721,-88.9977436,-88.9967995,42.3158359,42.3155662,83.39810906
11997,11039,-89.0081136,-89.0068417,42.2099098,42.2085024,195.1345092
498,18434,-88.9883439,-88.9883392,42.3398567,42.3380785,199.0678614
7910,16227,-88.9886078,-88.9882705,42.3299174,42.329997,29.17344112
15064,11865,-88.9835073,-88.9751557,42.2234606,42.2304418,1040.20924
14055,7085,-89.023703,-89.0112944,42.1951558,42.2119235,2217.903608
5036,18201,-88.936285,-88.9098682,42.290593,42.2907121,2178.727979
76,14421,-89.0493541,-89.0494507,42.3236993,42.3236715,8.540511488
17512,17253,-88.9779971,-88.9781279,42.2502946,42.2502531,11.73741446
3966,10668,-89.0568883,-89.0568857,42.3157119,42.3160801,40.90000462
3115,2389,-88.9663083,-88.9665629,42.2389495,42.2386701,37.48068331
2389,8205,-88.9665629,-88.9696181,42.2386701,42.2357111,414.529117
18297,4990,-89.033904,-89.0338915,42.25972,42.2581312,176.4842392
11500,15445,-89.0518292,-89.0518325,42.3214359,42.3217433,34.14693171
1876,15245,-88.9809906,-88.981001,42.2424242,42.2426983,30.45857611
15185,5540,-88.9758259,-88.9765097,42.2417215,42.2416552,56.91692019
17716,17205,-88.9754586,-88.9751456,42.2417612,42.2421156,49.14119106
8080,7010,-89.0351358,-89.0357169,42.3484975,42.3484831,47.90770693
989,9923,-89.0587784,-89.0587785,42.3177457,42.3178889,15.90658063
15958,11583,-89.0397112,-89.0397852,42.2931684,42.2933306,19.02251158
4195,16391,-88.9652855,-88.965859,42.2399408,42.2393492,412.4901321
11772,17826,-89.0551219,-89.0549042,42.1963509,42.1954555,114.8187611
7548,9961,-89.0567274,-89.0570348,42.3258519,42.3250091,96.98624366
3802,199,-89.0529339,-89.0531322,42.3361148,42.3356061,58.83633748
5861,6654,-89.0621169,-89.0620927,42.2014663,42.2011543,34.71366916
18984,3115,-88.9657851,-88.9663083,42.2396485,42.2389495,88.8449784
17112,13354,-88.9458086,-88.9460414,42.3243553,42.3243524,19.19210174
18190,10065,-88.9660181,-88.9654892,42.238935,42.2396185,87.57792575
18577,2430,-89.0515066,-89.0509072,42.3395949,42.3396273,49.52675268
8059,14853,-89.0309976,-89.031604,42.2334723,42.232721,97.31422984
8563,13487,-88.9784587,-88.9782662,42.2817162,42.2807144,112.4058222
11186,6728,-89.0418484,-89.04218,42.2941734,42.2943782,35.57161681
4880,6786,-89.0084365,-89.0079711,42.347053,42.3471637,42.72154718
5754,12961,-89.013002,-89.0130104,42.3352682,42.3357858,57.49907367
12961,2408,-89.0130104,-89.0131654,42.3357858,42.336291,58.50147285
16044,19171,-88.985159,-88.9843511,42.3385965,42.3386143,66.60845617
8018,19789,-89.0578723,-89.0578699,42.3106451,42.3105685,8.510976279
4195,9824,-88.9652855,-88.9627877,42.2399408,42.2435739,453.5430133
1253,19629,-89.0575641,-89.0576066,42.2337872,42.2325964,132.3179779
19629,8858,-89.0576066,-89.0575904,42.2325964,42.2291738,380.1771241
13093,17718,-89.0467571,-89.0427838,42.2390237,42.2390486,327.9677113
17718,14154,-89.0427838,-89.0393199,42.2390486,42.2390602,285.9130107
7103,10759,-89.0937304,-89.0944217,42.2734251,42.2724615,121.2802723
12693,11093,-89.0631808,-89.063118,42.288533,42.2884418,11.47815399
11093,3187,-89.063118,-89.0640473,42.2884418,42.2866415,219.38833
14154,14667,-89.0393199,-89.0382202,42.2390602,42.2390614,90.76926361
7551,6292,-89.1209527,-89.1230555,42.252055,42.2520471,173.5315893
6292,7266,-89.1230555,-89.1270604,42.2520471,42.2520489,330.4964507
13346,15730,-89.0887196,-89.0867314,42.2554718,42.2554708,164.0634073
12733,6649,-89.0664415,-89.0660976,42.2149016,42.2178237,336.1360462
15498,1410,-89.0882898,-89.0896715,42.2947278,42.2947529,113.9792179
1410,8117,-89.0896715,-89.0910214,42.2947529,42.2947426,111.3285193
8117,14245,-89.0910214,-89.0914678,42.2947426,42.2947342,36.82524173
9824,2305,-88.9627877,-88.9620284,42.2435739,42.244388,110.0207987
15255,2764,-88.9447932,-88.9427331,42.2470864,42.2471069,170.0341906
2764,9394,-88.9427331,-88.8346828,42.2471069,42.233503,9401.822111
13851,5730,-88.9425562,-88.9445159,42.2473286,42.2473031,161.7572261
14070,1719,-89.0541513,-89.0541416,42.325067,42.3249071,17.77961475
10564,10941,-89.0347915,-89.0342626,42.3262267,42.3262266,43.59524049
13750,13274,-88.9456423,-88.9455815,42.3244358,42.3250795,77.27370313
14998,3845,-88.9805806,-88.9805812,42.2426924,42.2428491,58.14260075
8636,12572,-89.0535977,-89.05197,42.3259862,42.3260398,134.2976895
4476,16446,-88.9676041,-88.9696876,42.3280782,42.3280523,171.7541701
1986,12246,-88.9772272,-88.9778852,42.2878966,42.2877106,58.06924736
15249,11324,-88.9713227,-88.971032,42.2466764,42.2469296,51.53236902
3679,7179,-88.9756188,-88.9756039,42.2424741,42.2420976,41.84608956
19725,18724,-89.0630018,-89.0618359,42.3240574,42.3248326,129.0372748
15001,12288,-89.0473323,-89.0436101,42.3511406,42.3511669,306.699718
11769,6970,-89.0805711,-89.0812297,42.3067297,42.3067284,54.3028746
4281,6106,-89.0372345,-89.0394516,42.3499823,42.3502898,193.420084
4630,3974,-88.9857804,-88.9857697,42.2483136,42.246651,184.6805462
17733,2360,-89.0563127,-89.054249,42.3455155,42.3455458,170.0843241
872,12640,-88.9462592,-88.9463987,42.3221196,42.3222227,16.22919525
3780,7505,-88.9485524,-88.9507094,42.2611996,42.2610011,183.4057137
19469,3811,-89.0728756,-89.0722479,42.2360885,42.2360782,51.82538254
3811,8539,-89.0722479,-89.0716285,42.2360782,42.2360801,51.12807766
1930,2744,-89.0710012,-89.0698092,42.2361132,42.2361294,98.4086214
3185,12522,-88.9952261,-88.9954918,42.2662725,42.2662691,21.92468913
1801,12843,-88.9664141,-88.9646239,42.3697988,42.3239811,5108.430406
15316,7574,-89.0648896,-89.0611605,42.3219428,42.3220219,307.5219038
13157,743,-88.978821,-88.978999,42.181014,42.190184,1018.681205
8935,6496,-88.9981628,-88.9981573,42.2707646,42.2706127,16.91306095
1816,9565,-88.980151,-88.9815257,42.2398659,42.2392977,129.8732853
17081,14545,-89.054486,-89.0542391,42.3219878,42.3219971,20.37860413
14513,16673,-89.0536729,-89.053708,42.3278627,42.3287412,97.62635966
1971,15206,-88.9523925,-88.9521914,42.2343452,42.2347287,45.71846938
1755,8566,-89.0461505,-89.0465895,42.2853273,42.2871358,212.0289793
14245,10385,-89.0914678,-89.0937392,42.2947342,42.2944143,194.3077349
14226,9323,-89.0062359,-89.0073581,42.2354184,42.2353479,93.68124721
6016,19811,-89.0996563,-89.1003858,42.2619447,42.2620079,60.59909265
19811,17169,-89.1003858,-89.1011092,42.2620079,42.2620658,60.03322125
17169,1932,-89.1011092,-89.1018326,42.2620658,42.2621237,60.03316696
1932,14899,-89.1018326,-89.1025654,42.2621237,42.2621802,60.78804691
14899,16370,-89.1025654,-89.1032992,42.2621802,42.262236,60.86209532
11966,16753,-89.0365053,-89.0370119,42.3174072,42.3177967,60.14300926
7309,17226,-89.0868391,-89.086833,42.2176764,42.2168954,86.75299322
8817,8761,-89.1079623,-89.109426,42.2737633,42.2738193,120.9075483
10952,11328,-88.9801367,-88.9801374,42.2695695,42.269126,49.26335593
18143,14973,-89.0766621,-89.0759811,42.2653969,42.2654027,56.190007
14194,3167,-89.0786174,-89.0782627,42.2663578,42.2663548,29.26619111
7623,12018,-88.9607607,-88.9620994,42.248276,42.24589,287.2587449
4328,17039,-88.9768008,-88.9767949,42.2480291,42.2478735,17.29060981
7367,1388,-89.0659453,-89.0659408,42.3140132,42.3150011,109.7359608
11154,6505,-88.9415589,-88.9436748,42.2662804,42.2663673,179.5833079
885,874,-89.0093316,-89.0093711,42.3347787,42.3353168,59.86062077
13694,2488,-88.9590237,-88.9614355,42.2517743,42.2510917,225.2248591
8937,16031,-88.9805582,-88.9805547,42.2448431,42.2446927,16.7086342
5361,5765,-88.9779742,-88.9779628,42.2445996,42.2444339,18.42966272
3323,4116,-89.0255183,-89.0254862,42.2887787,42.2896273,94.29872727
16197,4891,-89.0474236,-89.0461211,42.2793178,42.2793094,107.443962
504,6770,-89.0099474,-89.0105357,42.2680445,42.2684824,68.75936671
8567,14587,-89.022572,-89.0196082,42.2257517,42.2258152,244.7847773
10838,3871,-88.9567375,-88.9566534,42.2318886,42.2319384,8.87672347
12195,7034,-89.0562743,-89.0557413,42.3488936,42.3478493,126.1215674
393,16333,-89.0669278,-89.0669466,42.1653402,42.1726078,807.2615445
12429,15072,-89.0521137,-89.0500695,42.330578,42.3306205,168.5501798
16719,12876,-88.9702618,-88.9723758,42.2898012,42.289849,174.9956211
7032,16554,-88.9800846,-88.9802698,42.2902507,42.2902569,15.28955211
17604,18407,-89.1383682,-89.1383639,42.2773435,42.2756875,183.9465961
7077,16315,-89.055947,-89.0559471,42.3028742,42.3032417,40.82159648
6781,5487,-89.0556533,-89.0556604,42.3028763,42.3032678,43.49143638
13245,17354,-89.0460628,-89.0466591,42.2474081,42.2458419,181.2355677
11347,13387,-89.0497353,-89.0496021,42.3053795,42.3055031,17.5817473
19752,19774,-89.0494462,-89.0492598,42.3056292,42.305765,21.5350325
3403,4804,-89.0488464,-89.0486039,42.3059798,42.3060819,22.98723184
126,14143,-88.9842344,-88.9847633,42.3210479,42.3210426,43.60279097
7894,13903,-89.1112099,-89.1112118,42.2920261,42.2929231,99.63795578
15182,19038,-89.0505399,-89.0522882,42.2105869,42.20899,248.1011877
13877,638,-89.0086399,-89.0088906,42.2668353,42.267163,41.86648778
17655,4862,-89.0178217,-89.0136992,42.335856,42.3357695,342.6476203
13274,12428,-88.9455815,-88.9455458,42.3250795,42.3262245,127.2345824
2992,17395,-88.983696,-88.9843488,42.2235733,42.2232203,66.6528882
1661,11068,-88.9416601,-88.9389987,42.238258,42.237894,223.370847
8516,11903,-89.096262,-89.0952115,42.1920338,42.1919582,87.17798864
856,5073,-89.0744325,-89.0751619,42.3231393,42.3233445,161.4220613
10294,18225,-89.1067898,-89.1074919,42.2636265,42.2636825,58.26179486
18225,17978,-89.1074919,-89.1082396,42.2636825,42.2637426,62.05123734
17978,5506,-89.1082396,-89.1089324,42.2637426,42.2637983,57.49521628
13999,11146,-88.9965022,-88.9966926,42.2943603,42.2942214,22.01362154
15703,11974,-88.9815633,-88.9817917,42.2751228,42.2749976,23.42650865
15192,6661,-89.0636475,-89.0636486,42.2506654,42.2501193,60.65984459
2606,18318,-89.0617189,-89.0615799,42.2511983,42.2507528,52.57545179
14531,13256,-89.1010686,-89.1010447,42.2644674,42.2645473,9.186013282
5011,4229,-89.0195793,-89.0184392,42.3435046,42.3434794,93.99014954
6378,13209,-89.0420011,-89.0373137,42.194605,42.1946627,387.2220084
7590,1673,-89.0576147,-89.057614,42.3243014,42.324106,21.7050272
8794,1125,-88.9785965,-88.9782667,42.2436432,42.243654,27.24612124
11837,15312,-88.927646,-88.9406036,42.210622,42.2228992,1733.49297
7284,5033,-89.1261255,-89.1286645,42.2593419,42.2582681,253.8845127
10126,13245,-89.0456937,-89.0460628,42.2479064,42.2474081,63.17863859
7,13851,-88.8346845,-88.9425562,42.2337448,42.2473286,9387.045216
17101,12131,-88.9643551,-88.9661515,42.325996,42.3698137,4885.660856
5419,7602,-89.0524745,-89.0522221,42.322023,42.3220283,20.81409505
15103,17453,-89.0238592,-89.0254503,42.3227675,42.3238237,175.9716029
