source,target,x1,x2,y1,y2,dist
971,5982,-89.0133563,-89.0135606,42.2654786,42.2662062,82.55967145
15163,7371,-89.0105244,-89.0102275,42.2654793,42.2655348,25.25971335
8592,1406,-89.0107562,-89.0107469,42.265436,42.2658247,43.18300872
5607,4208,-89.0045703,-89.0054363,42.2646891,42.2645582,222.1708923
5433,18084,-88.9784795,-88.9784796,42.2388195,42.2389663,16.30624142
4147,13777,-89.0122974,-89.0121847,42.2644629,42.2638674,66.79756645
17901,6704,-89.0118951,-89.0118267,42.2645264,42.2645386,5.803886189
6704,15898,-89.0118267,-89.0108315,42.2645386,42.2642763,133.7421818
15898,19106,-89.0108315,-89.0118411,42.2642763,42.26393,103.7287417
19106,13777,-89.0118411,-89.0121847,42.26393,42.2638674,29.18991107
19106,19042,-89.0118411,-89.0118373,42.26393,42.2640897,17.741993
19042,6704,-89.0118373,-89.0118267,42.2640897,42.2645386,49.87077136
12311,13368,-89.0124882,-89.0129814,42.2644346,42.2643617,41.49027961
3276,16791,-89.0149956,-89.0149421,42.2648365,42.2644466,43.53383947
7112,18877,-89.0146032,-89.014827,42.26591,42.265891,18.58482948
18877,6636,-89.014827,-89.0150614,42.265891,42.2658683,19.50285119
6636,5968,-89.0150614,-89.0153457,42.2658683,42.2658409,23.65280672
942,14111,-89.0142769,-89.0144031,42.2653573,42.2659319,64.66938921
17263,7112,-89.0145029,-89.0146032,42.2653371,42.26591,64.17264048
4438,18877,-89.0147329,-89.014827,42.2653165,42.265891,64.28510457
14691,1832,-88.9993681,-88.9982845,42.2706139,42.2706128,89.39578488
16602,5853,-89.0399967,-89.039998,42.3253333,42.3247995,59.29438714
2715,11391,-89.0412381,-89.0412538,42.3246819,42.3245145,18.64327366
13027,5473,-89.0209639,-89.021463,42.2642046,42.2641636,41.43040657
13027,5223,-89.0209639,-89.0202395,42.2642046,42.2647294,119.6647257
4376,10472,-89.0590976,-89.05914,42.2996767,42.3015778,211.201465
18458,14132,-89.018885,-89.019583,42.2626521,42.2625729,58.25949683
13221,19438,-89.0188859,-89.0195891,42.2624813,42.2624102,58.55568831
8090,14359,-89.0198578,-89.0198671,42.2637676,42.2634139,179.5607998
18431,2224,-88.9991657,-88.9993611,42.2701178,42.2701257,16.14425752
12953,9257,-89.02791,-89.0281244,42.3213084,42.3211243,27.02864432
2140,901,-89.0263556,-89.0264044,42.3209772,42.3210253,6.68799158
4251,12953,-89.0273639,-89.02791,42.3213259,42.3213084,45.05842104
19087,12700,-89.0527454,-89.0529519,42.3193759,42.3189865,50.6753958
19583,10035,-89.0328288,-89.0322602,42.2649963,42.2648534,49.52563491
7521,3271,-89.03339,-89.0333062,42.2648806,42.2651273,28.26182362
14295,9369,-89.014274,-89.014336,42.2612317,42.2612378,5.160361764
9369,8337,-89.014336,-89.014416,42.2612378,42.2612315,6.637873166
16974,13335,-89.0168578,-89.0162256,42.2630083,42.2632594,64.02272081
6379,16248,-89.0239292,-89.0238679,42.2629332,42.262654,31.4228082
5117,18633,-89.0722161,-89.072084,42.1944181,42.2089566,1614.934755
11613,13440,-89.0046724,-89.0049233,42.2656592,42.2656343,20.88453296
9023,19156,-89.0307335,-89.0308695,42.2645971,42.2646193,101.2395222
10607,12814,-89.0290021,-89.0293968,42.2658745,42.265876,32.56514181
7625,10236,-88.9507765,-88.9507787,42.3259461,42.3260968,16.74068065
13995,15381,-88.9830348,-88.9836857,42.3280335,42.3277482,62.31071313
1284,12408,-88.974988,-88.9749932,42.2475257,42.2476812,17.27797402
6333,18454,-89.035138,-89.0350757,42.2668006,42.2669567,18.08514316
5389,6500,-89.0352436,-89.0354836,42.2665361,42.2665829,20.47200434
9478,4205,-89.014663,-89.0151646,42.3220929,42.323136,129.1255813
4349,20,-89.1020726,-89.1020717,42.2970556,42.2975426,54.09555307
356,19679,-89.0808774,-89.0806415,42.2787461,42.2788256,21.36897559
12067,13831,-89.0822744,-89.0833713,42.2779583,42.2766896,171.573503
12105,8521,-89.0687271,-89.0686043,42.3302182,42.3302252,10.15112556
8521,17161,-89.0686043,-89.0657236,42.3302252,42.3301461,238.5816533
13715,10042,-88.9893186,-88.9892951,42.2689469,42.2684876,51.0551821
14022,8041,-88.9881406,-88.9883507,42.2666846,42.2663165,58.80149398
19372,14055,-89.0237443,-89.023703,42.1947457,42.1951558,45.68025682
1642,11058,-89.0740625,-89.071817,42.1671422,42.1726321,641.3020401
8998,12955,-89.0235688,-89.0223709,42.2896517,42.2896612,98.80119734
19588,1712,-89.0670214,-89.06702,42.3165701,42.3160194,61.17155051
19506,11916,-89.0860812,-89.0860956,42.2488683,42.2477914,119.6259176
3711,384,-89.070448,-89.0722119,42.2452196,42.2452001,145.594167
19560,11603,-88.9684014,-88.9683476,42.269537,42.2697804,27.44768769
14440,11344,-88.9792652,-88.9798178,42.242334,42.2427785,73.17725996
744,15309,-89.0833596,-89.0833353,42.2424936,42.2420339,51.1019249
8048,3506,-89.0981559,-89.0965662,42.2531387,42.253432,140.2684649
3506,14917,-89.0965662,-89.0959212,42.253432,42.2534346,53.22695819
17326,4365,-89.0796865,-89.0796805,42.2573731,42.256285,120.8652831
11178,16313,-89.077469,-89.0775523,42.2573841,42.2567785,68.17419168
18033,10006,-89.074471,-89.0744761,42.2552413,42.2542069,114.9000942
18144,16129,-89.0728035,-89.0728237,42.2552581,42.2542103,116.3997079
8713,2020,-89.1051289,-89.1033683,42.2565108,42.2565049,145.2812481
12685,18686,-89.1029952,-89.1023074,42.2699607,42.2708874,117.5400764
18686,5200,-89.1023074,-89.1015634,42.2708874,42.2719189,129.981966
16656,15329,-89.1063146,-89.1079093,42.2742296,42.2743088,131.8470654
15329,7363,-89.1079093,-89.1093736,42.2743088,42.2743719,120.9990542
7363,5816,-89.1093736,-89.1110716,42.2743719,42.2744671,140.4731287
5816,3478,-89.1110716,-89.1127605,42.2744671,42.2745676,139.7701496
10928,4189,-89.1126747,-89.1110008,42.2755696,42.2754769,138.4674195
14361,2497,-88.9501746,-88.952612,42.2717749,42.271727,204.218196
2497,13947,-88.952612,-88.9534433,42.271727,42.2716188,69.62528263
17076,15842,-89.1109202,-89.11158,42.2764788,42.2765069,54.51707709
4287,2926,-89.1131551,-89.1131504,42.2760221,42.27607,5.334774512
2926,264,-89.1131504,-89.1136121,42.27607,42.2766027,98.49946192
15796,4270,-89.1055986,-89.1056093,42.279578,42.2811483,174.4291637
17730,9762,-88.9849646,-88.9849642,42.2858759,42.2859103,3.821254454
12328,17782,-89.1127346,-89.1127348,42.285023,42.2846663,39.62181773
10726,487,-88.9740536,-88.9740535,42.2679123,42.2684633,61.20425074
17981,7040,-88.9755197,-88.9754434,42.2410675,42.2411815,14.14243273
13473,3153,-89.047318,-89.046102,42.172838,42.181302,1255.465606
3064,9234,-88.9555619,-88.9557424,42.2434867,42.2394518,448.4901294
4517,3095,-89.0462962,-89.0415192,42.3396665,42.3397315,393.732337
13481,5979,-88.9783221,-88.9787217,42.2675465,42.2678295,46.08502337
11126,3969,-88.9885123,-88.9883267,42.3405044,42.3405319,15.59690766
8571,4207,-89.0636682,-89.0636736,42.2562827,42.2549763,145.1133098
17346,5252,-89.0248447,-89.0238781,42.2673516,42.2673659,79.76326145
17657,888,-88.9958239,-88.9958615,42.2662649,42.2662644,3.102665282
2428,5741,-89.0574583,-89.0576885,42.3266931,42.3260311,75.94329934
13455,2986,-89.1160689,-89.1172637,42.2757555,42.2757906,98.63861334
15323,15745,-89.0853561,-89.0851066,42.2554487,42.2553138,25.46402098
4192,10037,-89.0068686,-89.0068793,42.2634863,42.2638833,44.10696353
7313,16834,-89.004566,-88.9986222,42.173379,42.1734422,491.1592425
19,13810,-89.0242074,-89.0232657,42.1731909,42.173191,77.80864396
15451,2605,-88.969814,-88.968606,42.338527,42.3383653,101.4700909
16753,341,-89.0370119,-89.0371426,42.3177967,42.3181237,38.35486084
4263,15830,-88.987644,-88.9880002,42.2807763,42.2807693,29.39164045
8494,9758,-88.985009,-88.9850318,42.2824076,42.2821635,27.17946828
9758,17849,-88.9850318,-88.9850478,42.2821635,42.2819916,19.13999318
14,18603,-89.0143205,-89.0136043,42.3196135,42.3193976,75.33094961
2909,1931,-89.0227839,-89.0221839,42.2869634,42.2866634,59.66062402
16531,16887,-89.0956484,-89.0990626,42.2302252,42.2302348,378.7340814
18927,61,-89.1146361,-89.1147582,42.2450688,42.2452381,21.65275687
61,2784,-89.1147582,-89.1147797,42.2452381,42.2453362,11.04028626
15006,13076,-89.0772086,-89.0767816,42.289789,42.2894936,48.13385677
10138,9580,-89.0190723,-89.0201182,42.2651083,42.2651512,101.3553188
1687,10138,-89.0183251,-89.0190723,42.264811,42.2651083,92.77004063
19666,16318,-89.0369126,-89.0368863,42.2836295,42.2844816,94.67510252
16318,3722,-89.0368863,-89.0368922,42.2844816,42.2853456,95.97333345
792,15993,-88.9950815,-88.9954881,42.2310386,42.2306982,50.55963348
11128,1236,-89.1160841,-89.1158593,42.2450245,42.2449479,20.42773062
1236,5570,-89.1158593,-89.115125,42.2449479,42.244602,73.810516
127,14129,-89.0211856,-89.0214137,42.2648921,42.2648887,18.82346788
14129,7560,-89.0214137,-89.0214199,42.2648887,42.2646287,28.88492104
127,13480,-89.0211856,-89.0211796,42.2648921,42.2646561,26.21918269
1228,13583,-89.060106,-89.0588201,42.317718,42.3177449,106.0482673
13583,989,-89.0588201,-89.0587784,42.3177449,42.3177457,3.438784302
989,9106,-89.0587784,-89.0587014,42.3177457,42.3177473,6.35016051
551,11128,-89.1166573,-89.1160841,42.2450163,42.2450245,47.37652542
4787,9986,-89.1452819,-89.148464,42.2849197,42.2848665,262.5266916
17215,13027,-89.0209704,-89.0209639,42.2648953,42.2642046,76.7237413
9887,8575,-89.0268762,-89.0267885,42.263728,42.2639416,24.80520389
8575,4538,-89.0267885,-89.0266458,42.2639416,42.2642895,40.39795506
12662,4538,-89.0262196,-89.0266458,42.2643871,42.2642895,43.40605236
18044,9590,-88.9614734,-88.9607957,42.2748915,42.2748914,55.90565806
1916,14397,-88.9604902,-88.9608124,42.2738881,42.2738843,26.58309006
14397,465,-88.9608124,-88.9608125,42.2738843,42.2732044,145.8883628
465,19701,-88.9608125,-88.9605057,42.2732044,42.2732204,25.37191589
3061,4759,-88.9539786,-88.9542278,42.2883615,42.2881852,28.78238852
3819,10198,-89.0885555,-89.0887439,42.2711755,42.2713271,22.91597722
4800,2893,-89.0147199,-89.014789,42.261238,42.2612389,5.702388242
16514,4682,-89.0434481,-89.0434515,42.2821246,42.2836551,170.0063037
14105,19689,-89.0669654,-89.0665035,42.1754401,42.1753129,40.69497102
4822,18423,-89.063195,-89.063206,42.3166078,42.317118,56.67998499
1876,14308,-88.9809906,-88.9804553,42.2424242,42.2423775,44.48477825
13335,12404,-89.0162256,-89.0162451,42.2632594,42.2633928,14.90494978
13337,4148,-89.1207489,-89.1193352,42.240916,42.241832,214.1816283
180,8423,-89.1250827,-89.1236735,42.2419714,42.241986,117.0371155
3577,5622,-89.0576916,-89.0576029,42.2901461,42.2901742,8.425367383
5622,8646,-89.0576029,-89.0573914,42.2901742,42.2898694,38.08608421
8646,9655,-89.0573914,-89.0572697,42.2898694,42.2897079,20.55624186
9655,9533,-89.0572697,-89.0564364,42.2897079,42.2896964,75.82841167
7600,4391,-89.05812,-89.0581754,42.290326,42.290302,5.289881387
11703,1581,-88.9995072,-88.9995083,42.318504,42.3186197,12.85221496
13495,908,-89.0003876,-89.0026658,42.2922765,42.2929987,237.2447528
15020,16444,-89.024856,-89.0242698,42.2642866,42.2642786,48.37379927
10956,18041,-89.1294343,-89.1308239,42.2705603,42.2705507,114.6453989
13268,7109,-89.1319883,-89.1332044,42.2705226,42.2705095,100.3374988
9827,14744,-89.0534516,-89.0533364,42.2416679,42.2416664,9.509668867
3221,18776,-89.1149669,-89.1160741,42.257435,42.2574285,91.36455536
9655,8646,-89.0572697,-89.0573914,42.2897079,42.2898694,260.6252321
3146,810,-89.0986375,-89.0986877,42.2013423,42.202368,114.0072985
7032,10898,-88.9800846,-88.9801819,42.2902507,42.2892401,115.1330526
15711,541,-88.9804974,-88.9808365,42.2469272,42.2469229,27.98989167
12915,6815,-88.9805564,-88.9805426,42.2477735,42.2474509,35.85188723
16424,18537,-89.085461,-89.0856175,42.1980146,42.1980849,15.10145759
18537,18537,-89.0856175,-89.0856175,42.1980849,42.1980849,227.2983981
12805,4196,-89.0985608,-89.0974709,42.2030516,42.2034503,100.3159769
13257,810,-89.0988977,-89.0986877,42.2023589,42.202368,17.3728565
810,1356,-89.0986877,-89.0984768,42.202368,42.2023772,17.44770463
1356,3452,-89.0984768,-89.0982447,42.2023772,42.2023873,19.20141132
3452,6067,-89.0982447,-89.0980267,42.2023873,42.2023968,18.03501715
12315,5757,-89.0290665,-89.0265061,42.3005231,42.3006865,211.9085006
10246,9328,-89.0956824,-89.0954758,42.2030222,42.2030923,18.75517753
9328,5188,-89.0954758,-89.0952792,42.2030923,42.2031589,17.84243051
3190,3790,-89.0993213,-89.0992755,42.2023405,42.2014849,95.11290115
3790,10297,-89.0992755,-89.0992648,42.2014849,42.2012844,22.28850329
7715,10339,-89.0083194,-89.008784,42.2503529,42.2493706,117.2447973
6789,4956,-89.2310752,-89.1492513,42.2083632,42.2408795,7762.631369
2678,6343,-89.0408142,-89.040305,42.2853241,42.285319,42.00244247
5457,8486,-89.0301938,-89.0299298,42.2745383,42.2745413,164.8332199
5457,10115,-89.0301938,-89.0301966,42.2745383,42.274238,33.35770766
11968,4554,-88.9632598,-88.9622341,42.2687195,42.268445,91.70527442
1379,1849,-88.9633955,-88.9631461,42.2690107,42.2688539,26.98223646
1849,11968,-88.9631461,-88.9632598,42.2688539,42.2687195,17.63136969
13667,14906,-88.9589672,-88.9601957,42.2708158,42.2714271,167.7283387
1197,2629,-89.0588438,-89.0588574,42.2891582,42.2890542,11.60653123
3869,17588,-89.057068,-89.0565965,42.1654583,42.1603483,573.2404157
2745,9880,-88.9801245,-88.980056,42.249544,42.2453692,463.7742018
13773,16832,-89.0578172,-89.0578214,42.3202826,42.3206868,44.89967307
18906,8005,-89.0149888,-89.0163584,42.2695369,42.2705015,166.7136165
3226,11873,-89.027751,-89.0266301,42.2447015,42.2446892,92.52086938
19792,1359,-89.1106894,-89.111206,42.2898122,42.2902019,73.25694265
16483,17876,-89.0926106,-89.0929171,42.3196418,42.3196448,25.26847437
4770,15406,-89.0911132,-89.0911918,42.3197526,42.3197967,8.122715302
670,1354,-89.0600842,-89.0599192,42.2756536,42.2756526,13.61167107
15406,5639,-89.0911918,-89.0912808,42.3197967,42.3198438,9.011052385
7747,15281,-89.0926574,-89.0929866,42.3189028,42.3189731,28.23900967
3113,19046,-89.0424212,-89.0421915,42.2665961,42.2665923,18.95587865
18046,10013,-89.0686494,-89.065019,42.3375797,42.338686,324.0621824
11200,11295,-89.0643887,-89.0639704,42.3387792,42.3387299,40.48198862
16967,4245,-89.0651739,-89.0650056,42.3305538,42.3303521,27.09723409
4245,1449,-89.0650056,-89.0643132,42.3303521,42.3305465,72.01244543
2862,3462,-89.0642985,-89.0642207,42.330884,42.3310842,23.24550471
3462,12958,-89.0642207,-89.0641249,42.3310842,42.3312298,18.03557022
18432,15365,-89.0016578,-89.0016496,42.3001218,42.2994681,72.61556142
8862,2551,-89.0014312,-89.0014298,42.3002698,42.299471,88.73006805
2190,460,-88.9880405,-88.9887095,42.2853957,42.2853973,55.17908592
18772,16027,-89.0545248,-89.0545203,42.3203228,42.3206773,39.37943383
15653,17961,-89.0015389,-89.0010511,42.2950157,42.2950136,40.22806631
17961,18090,-89.0010511,-89.0007981,42.2950136,42.2950125,20.86450277
13367,12495,-89.0005513,-89.0001624,42.2950114,42.2950097,32.07196425
12495,18994,-89.0001624,-89.0001584,42.2950097,42.2948679,15.75445797
11774,19280,-88.9800486,-88.9800432,42.2450855,42.2447466,37.64698641
19280,8758,-88.9800432,-88.9799796,42.2447466,42.2428125,214.912545
8601,4085,-89.0814382,-89.0813051,42.2784448,42.2782887,20.52310999
6772,12287,-89.0261813,-89.0261345,42.2527343,42.2519262,89.84532685
348,8875,-89.0836816,-89.0822036,42.28182,42.2823855,137.1731677
10554,18983,-88.9750877,-88.975095,42.2501887,42.2499487,26.66556012
18983,16021,-88.975095,-88.9750852,42.2499487,42.2489842,107.1379091
16721,10291,-89.0015367,-89.0015357,42.295345,42.2954872,15.79565238
9401,6764,-89.0838944,-89.0832836,42.2759438,42.2756134,62.3352437
11518,2198,-89.0779107,-89.0778619,42.2798448,42.2800992,40.03051781
16340,7613,-89.0646801,-89.0646565,42.176131,42.1757215,45.52768348
17603,171,-89.0603727,-89.0579849,42.3123012,42.3123204,196.8723028
17895,8310,-89.0379199,-89.0374552,42.2141345,42.2141266,38.38143437
1901,9021,-89.0413742,-89.0414682,42.2711622,42.2734725,268.0025963
11773,7351,-89.030303,-89.0299105,42.200521,42.2001756,50.22746207
16547,14130,-88.9827962,-88.9828353,42.3168848,42.3167316,153.3452048
18488,6271,-89.0414085,-89.0403723,42.2437602,42.2432208,104.9000557
1083,15715,-88.9418059,-88.941595,42.2250052,42.225135,22.60610934
16049,10454,-88.9700193,-88.97027,42.2702673,42.2702247,21.21697424
10454,10523,-88.97027,-88.970532,42.2702247,42.2702318,30.27171231
10523,3266,-88.970532,-88.9705935,42.2702318,42.2703699,16.15723922
3266,19367,-88.9705935,-88.9706013,42.2703699,42.2703979,3.17607009
2906,10421,-89.0541219,-89.0541424,42.2728645,42.2743077,160.3175539
14936,8256,-88.990359,-88.987822,42.2991152,42.2991151,256.9553615
18920,14936,-88.9903874,-88.990359,42.2991636,42.2991152,5.864159685
13635,7203,-88.9962019,-88.9955982,42.2998125,42.2991807,115.7227141
6046,13635,-88.99622,-88.9962019,42.2999349,42.2998125,13.79488783
9259,1890,-88.996607,-88.9964784,42.2987563,42.2987476,10.64856773
3380,9122,-88.9964496,-88.9984431,42.2976193,42.2974911,168.075798
3055,9834,-89.0178793,-89.0177755,42.2967354,42.2967423,8.594083569
10262,16470,-89.014859,-89.014406,42.2967928,42.2967904,37.35744032
8481,11794,-89.0669439,-89.0670462,42.2841654,42.2842946,16.64808716
16268,2108,-89.0680686,-89.0681678,42.2834943,42.2834916,11.25754372
3624,16268,-89.0681015,-89.0680686,42.2835263,42.2834943,4.471974652
13005,3624,-89.0681398,-89.0681015,42.2835684,42.2835263,5.643449762
7692,6411,-88.9535316,-88.9534148,42.2710891,42.2710035,13.53723568
12087,4376,-89.0590787,-89.0590976,42.2980209,42.2996767,183.9313604
3209,5774,-88.9984257,-88.998426,42.2724037,42.2722327,18.99445232
5774,12231,-88.998426,-88.9986726,42.2722327,42.2715701,79.39838123
12231,10742,-88.9986726,-88.9988299,42.2715701,42.2714468,18.86741634
1481,14316,-89.0659927,-89.06601,42.2647465,42.2634399,145.1420751
16639,2555,-88.9531492,-88.9529149,42.2712314,42.2712035,19.59997935
2555,4335,-88.9529149,-88.9526513,42.2712035,42.2711484,22.59135896
4335,13661,-88.9526513,-88.9524853,42.2711484,42.2711429,13.70830617
12841,3076,-89.034466,-89.03471,42.2899373,42.2912967,153.0024629
16129,6823,-89.0728237,-89.0727635,42.2542103,42.2524256,199.3917047
12062,15219,-88.9866078,-88.9844406,42.3433759,42.3419089,257.3295603
14854,4087,-88.9535275,-88.9536467,42.2708836,42.270757,17.15981504
17898,9552,-89.0415761,-89.0416265,42.3420019,42.3449546,328.0120847
17039,13379,-88.9767949,-88.9771589,42.2478735,42.247867,30.04903207
14153,3640,-88.9561731,-88.95611,42.2737822,42.273866,10.66500648
15192,18946,-89.0636475,-89.0627934,42.2506654,42.2506679,70.48498514
14488,17510,-89.0741943,-89.0750614,42.3516426,42.3517308,73.26119723
7629,14628,-89.05084,-89.0509259,42.3236477,42.3236794,7.907929052
3560,14012,-89.0565652,-89.0547658,42.3114502,42.3114528,148.3527616
7653,12078,-88.9492991,-88.9502106,42.278155,42.2779571,79.07529243
12366,2522,-88.9996697,-88.9993096,42.2723903,42.2723928,29.70828133
2522,3209,-88.9993096,-88.9984257,42.2723928,42.2724037,72.92868449
3209,1738,-88.9984257,-88.9978249,42.2724037,42.2724899,54.09242324
9159,9227,-88.9737982,-88.9697373,42.3455579,42.3463633,364.447387
15663,14546,-89.0870609,-89.0821727,42.27867,42.276473,471.37923
5359,54,-89.0801033,-89.0797456,42.2648258,42.2648265,29.51262304
13209,18657,-89.0373137,-89.0342806,42.1946627,42.1947604,250.7620398
6834,11783,-89.073815,-89.074551,42.164999,42.165159,168.2187107
18683,400,-88.9645094,-88.9657019,42.2483744,42.2500237,212.8391677
628,5270,-89.0557689,-89.0557505,42.3219518,42.3216021,38.8741144
19414,8730,-89.0496421,-89.0493795,42.257603,42.2576821,23.50813286
7996,12865,-88.9674703,-88.9653805,42.3479496,42.3481935,184.5223945
8854,17272,-88.9783694,-88.9779836,42.2450872,42.2450905,31.84298553
4654,9944,-89.019471,-89.0195911,42.2811713,42.2814106,29.36684411
8837,9751,-88.973113,-88.9729117,42.2477171,42.2477227,16.62465828
17780,1908,-89.0486048,-89.0473911,42.2563701,42.2563631,100.1543589
17780,10947,-89.0486048,-89.0487642,42.2563701,42.2562437,19.2389877
11495,3018,-89.0548495,-89.0548502,42.3161216,42.3164469,36.13418432
6371,6158,-88.9643018,-88.9643287,42.2353432,42.2344332,101.1052264
2785,11401,-89.088923,-89.0889245,42.2273191,42.2264059,101.4362228
10450,4644,-89.0661144,-89.0667,42.2549684,42.2549763,48.33120735
1458,5169,-89.0707097,-89.0700907,42.1662213,42.1625895,419.4973662
13392,7080,-88.9697437,-88.9688956,42.3365376,42.3365478,69.90345565
7825,3123,-89.0584189,-89.0577994,42.3468695,42.3470564,59.7178586
6171,9922,-88.965179,-88.9653638,42.2502676,42.2503589,18.31479242
9922,18328,-88.9653638,-88.9662277,42.2503589,42.2507026,81.29942759
19761,12711,-88.9480954,-88.947908,42.3218666,42.32191,16.1824983
12711,872,-88.947908,-88.9462592,42.32191,42.3221196,138.6717276
4806,8273,-88.9496332,-88.9501739,42.326554,42.3268419,57.1885437
18754,12389,-88.9880565,-88.9877027,42.3059961,42.3059075,42.04071604
17329,18529,-89.0040035,-89.0018239,42.1867387,42.1900664,477.3460234
17155,2003,-89.0716594,-89.0719028,42.3137018,42.3136972,20.07303151
6629,13577,-89.0861157,-89.0854363,42.2702859,42.2704152,58.42601047
12520,11900,-89.0461249,-89.0460581,42.2804005,42.2804004,5.510078518
14573,14054,-88.9783104,-88.9784548,42.2497404,42.2497367,11.92384196
7012,10890,-89.1257516,-89.1208081,42.2875565,42.2875748,407.7285927
17148,13508,-89.0549288,-89.0519988,42.1967861,42.1974899,256.8936063
13508,4798,-89.0519988,-89.0494931,42.1974899,42.1973934,209.1490476
2899,3513,-88.9875135,-88.9875278,42.3441516,42.3446057,52.17978885
3365,12741,-88.9797951,-88.9809875,42.2421903,42.242245,98.70786352
12741,6481,-88.9809875,-88.9946317,42.242245,42.2437807,1139.095127
18772,11404,-89.0545248,-89.0543859,42.3203228,42.3203245,11.45163226
1388,9361,-89.0659408,-89.0659482,42.3150011,42.3157094,78.67991187
10531,17835,-88.9781273,-88.9781466,42.2721086,42.271752,39.71342239
2470,14436,-88.9773593,-88.9768704,42.2723266,42.2723214,40.33670926
13733,14436,-88.9773756,-88.9768704,42.2729521,42.2723214,112.0896722
19467,2526,-89.1128771,-89.1146093,42.2734699,42.2735746,143.3703306
1455,1284,-88.974983,-88.974988,42.2473748,42.2475257,16.76676247
9535,16945,-88.9726518,-88.9726892,42.246266,42.2475436,141.9574163
6184,19648,-88.9756765,-88.9758915,42.2447111,42.2447064,17.75218155
19648,16262,-88.9758915,-88.976091,42.2447064,42.244702,16.47250173
7512,6888,-89.0600559,-89.0600554,42.3186092,42.3194035,88.23044208
9248,16121,-88.9828785,-88.9835217,42.3434466,42.3430997,66.09532753
1007,15601,-88.9876559,-88.9873088,42.3471177,42.347326,37.075383
2707,15218,-89.0907093,-89.0965594,42.261235,42.2616036,493.6412848
15218,8274,-89.0965594,-89.0978759,42.2616036,42.2616807,108.9625779
13429,12476,-89.1112544,-89.1131309,42.2969891,42.2970066,154.7566307
3453,2735,-88.9699284,-88.9699713,42.2713105,42.2713055,3.582472985
16722,11383,-88.9696806,-88.96931,42.2707515,42.2708935,36.14026609
13670,7490,-88.9967767,-88.9971549,42.2662529,42.2662481,31.20775327
6090,10805,-88.9665894,-88.966591,42.2682354,42.2683769,15.71816152
3568,6286,-88.9659063,-88.9658987,42.2683925,42.2682489,15.963191
6286,6090,-88.9658987,-88.9665894,42.2682489,42.2682354,57.00378527
395,6286,-88.9657002,-88.9658987,42.268257,42.2682489,16.40132032
10488,14802,-88.9992293,-88.9987072,42.247316,42.2473157,43.08849527
4463,9788,-88.9996316,-88.9991996,42.2478253,42.2478314,35.65875324
9788,11571,-88.9991996,-88.9987072,42.2478314,42.2471396,209.5275304
424,11571,-88.9992362,-88.9987072,42.2471407,42.2471396,43.65822582
19151,5163,-88.9992041,-88.9987072,42.247517,42.2475185,41.00895488
10706,1960,-88.999201,-88.9987072,42.2476773,42.2476784,40.7528569
18800,11973,-88.9771577,-88.9771602,42.2478325,42.2476594,19.22872546
900,10367,-88.9732738,-88.9734857,42.2462385,42.2462315,17.50550752
10367,14601,-88.9734857,-88.9736816,42.2462315,42.246225,16.18385655
5592,13054,-89.0590458,-89.0589672,42.2900821,42.2900331,8.464423956
4362,17172,-89.1035372,-89.1031227,42.2026417,42.2026081,34.4353282
17172,11768,-89.1031227,-89.1030133,42.2026081,42.2025992,9.08898786
11768,1607,-89.1030133,-89.1029667,42.2025992,42.2025021,11.4516667
3575,14251,-89.1065136,-89.1064698,42.2023335,42.2021567,19.96882529
14251,6440,-89.1064698,-89.1064345,42.2021567,42.2020139,16.12751785
303,2629,-89.0584543,-89.0588574,42.2889998,42.2890542,33.83687693
13995,15381,-88.9830348,-88.9836857,42.3280335,42.3277482,85.05750961
3662,14048,-88.9834418,-88.9833137,42.3274462,42.3272875,20.54854299
5955,4362,-89.1050483,-89.1035372,42.2021305,42.2026417,137.1090287
6440,1114,-89.1064345,-89.1052614,42.2020139,42.2024166,106.711458
1114,14040,-89.1052614,-89.1050977,42.2024166,42.2024728,14.89123159
14040,8688,-89.1050977,-89.1048596,42.2024728,42.2025545,21.65715607
4861,8408,-88.9871066,-88.9871864,42.2804919,42.2805845,12.21176331
18539,15750,-89.0548815,-89.0547584,42.1837091,42.1840613,40.50416004
1608,3253,-89.0048546,-89.0027405,42.3478274,42.3478158,176.2827727
11895,6193,-89.0965876,-89.0964142,42.2018192,42.2018796,15.81447809
6193,2342,-89.0964142,-89.0962019,42.2018796,42.2019535,19.35987785
6390,6758,-89.0937412,-89.0933657,42.2032381,42.2029642,43.44336533
9445,1201,-89.0934266,-89.0932823,42.2046852,42.2045854,16.2758427
15490,15376,-89.0939618,-89.0929478,42.2035279,42.2043541,124.2369002
1500,14018,-88.9853623,-88.9844998,42.2788444,42.2788455,71.16501582
10747,17101,-88.9624997,-88.9643551,42.3193995,42.325996,767.2341822
4279,10243,-89.0510946,-89.0510037,42.3498023,42.349963,19.35817632
2583,2997,-89.0751059,-89.0750305,42.3539142,42.3532727,71.87062214
17997,17512,-88.9780059,-88.9779971,42.2508559,42.2502946,62.3523958
10895,14471,-89.0345233,-89.0344939,42.2536409,42.2536933,6.305888616
16419,2566,-89.1157454,-89.1158137,42.2432925,42.2431593,15.83308179
14846,12213,-88.9958246,-88.9926188,42.3398781,42.3407777,307.0618971
7064,12681,-88.9982538,-88.9982542,42.3452177,42.3452638,5.120893703
12970,3516,-88.9982741,-88.9973334,42.3468083,42.3466929,80.27879385
